"","Codes","Description","unit","Periodicity","start","last value","source"
"155","1845"," Recolhimentos obrigat?rios de institui??es financeiras - Dep?sitos judiciais em t?tulos"," u.m.c. (mil)"," M"," 31/03/1994"," mai/2005"," BCB-Depec"
"156","1846"," Recolhimentos obrigat?rios de institui??es financeiras - Fundos de investimento em esp?cie (n?o remunerados)"," u.m.c. (mil)"," M"," 29/09/1995"," jul/1999"," BCB-Depec"
"157","1847"," Outros recolhimentos de institui??es financeiras - Dep?sitos de poupan?a em t?tulos"," u.m.c. (mil)"," M"," 31/01/1980"," mar/2016"," BCB-Depec"
"158","1848"," Recolhimentos obrigat?rios de institui??es financeiras - Dep?sitos de poupan?a em esp?cie (remunerados)"," u.m.c. (mil)"," M"," 31/01/1980"," mar/2016"," BCB-Depec"
"159","1849"," Recolhimentos obrigat?rios de institui??es financeiras - Recursos ? vista em esp?cie (n?o remunerados)"," u.m.c. (mil)"," M"," 31/01/1980"," mar/2016"," BCB-Depec"
"160","1850"," Recolhimentos obrigat?rios de institui??es financeiras - Dep?sitos a prazo em esp?cie (remunerados)"," u.m.c. (mil)"," M"," 30/06/1995"," mar/2016"," BCB-Depec"
"161","1851"," Recolhimentos obrigat?rios de institui??es financeiras - Dep?sitos a prazo em t?tulos"," u.m.c. (mil)"," M"," 31/01/1980"," mar/2010"," BCB-Depec"
"162","1852"," Recolhimentos obrigat?rios de institui??es financeiras - Opera??es de cr?dito ativas e passivas"," u.m.c. (mil)"," M"," 30/11/1994"," ago/2006"," BCB-Depec"
"163","1853"," Recolhimentos obrigat?rios de institui??es financeiras - Opera??es ativas e passivas em t?tulos"," u.m.c. (mil)"," M"," 30/04/1999"," set/1999"," BCB-Depec"
"164","1854"," Contas anal?ticas - Autoridade monet?ria - Total do ativo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"165","1855"," Contas anal?ticas - Autoridade monet?ria - Ativos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"166","1856"," Contas anal?ticas - Autoridade monet?ria - T?tulos do Tesouro Nacional"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"167","1857"," Contas anal?ticas - Autoridade monet?ria - Cr?ditos aos governos estaduais e municipais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"168","1858"," Contas anal?ticas - Autoridade monet?ria - Cr?ditos ao setor privado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"169","1859"," Contas anal?ticas - Autoridade monet?ria - Cr?ditos aos bancos criadores de moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"170","1860"," Contas anal?ticas - Autoridade monet?ria - Cr?ditos a outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"171","1861"," Contas anal?ticas - Autoridade monet?ria - Cr?ditos a institui??es financeiras n?o-banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"172","1862"," Contas anal?ticas - Autoridade monet?ria - Total do passivo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"173","1863"," Contas anal?ticas - Autoridade monet?ria - Passivo monet?rio ampliado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"174","1864"," Contas anal?ticas - Autoridade monet?ria - Moeda fora dos bancos criadores de moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"175","1865"," Contas anal?ticas - Autoridade monet?ria - Instrumentos do mercado monet?rio"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"176","1866"," Contas anal?ticas - Autoridade monet?ria - Obriga??es por t?tulos do Banco Central"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"177","1867"," Contas anal?ticas - Autoridade monet?ria - Dep?sitos registrados em moeda estrangeira"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"178","1868"," Contas anal?ticas - Autoridade monet?ria - Passivos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"179","1869"," Contas anal?ticas - Autoridade monet?ria - Passivos externos de longo prazo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"180","1870"," Contas anal?ticas - Autoridade monet?ria - Dep?sitos do Tesouro Nacional"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"181","1871"," Contas anal?ticas - Autoridade monet?ria - Contas de capital"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"182","1872"," Contas anal?ticas - Autoridade monet?ria - Outros itens (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"183","1873"," Contas anal?ticas - Bancos criadores de moeda - Total do ativo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"184","1874"," Contas anal?ticas - Bancos criadores de moeda - Reservas"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"185","1875"," Contas anal?ticas - Bancos criadores de moeda - T?tulos do Banco Central"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"186","1876"," Contas anal?ticas - Bancos criadores de moeda - Ativos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"187","1877"," Contas anal?ticas - Bancos criadores de moeda - Cr?ditos ao governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"188","1878"," Contas anal?ticas - Bancos criadores de moeda - Cr?ditos aos governos estaduais e municipais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"189","1879"," Contas anal?ticas - Bancos criadores de moeda - Cr?ditos a empresas p?blicas n?o-financeiras"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"190","1880"," Contas anal?ticas - Bancos criadores de moeda - Cr?ditos ao setor privado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"191","1881"," Contas anal?ticas - Bancos criadores de moeda - Cr?ditos a outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"192","1882"," Contas anal?ticas - Bancos criadores de moeda - Total do Passivo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"193","1883"," Contas anal?ticas - Bancos criadores de moeda - Dep?sitos ? vista"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"194","1884"," Contas anal?ticas - Bancos criadores de moeda - Dep?sitos a prazo"," de poupan?a e outros"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"
"195"," N","","","","","",""
"196","1885"," Contas anal?ticas - Bancos criadores de moeda - Instrumentos do mercado monet?rio"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"197","1886"," Contas anal?ticas - Bancos criadores de moeda - Dep?sitos especiais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"198","1887"," Contas anal?ticas - Bancos criadores de moeda - Passivos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"199","1888"," Contas anal?ticas - Bancos criadores de moeda - Passivos externos de longo prazo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"200","1889"," Contas anal?ticas - Bancos criadores de moeda - Dep?sitos do governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"201","1890"," Contas anal?ticas - Bancos criadores de moeda - Cr?ditos da Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"202","1891"," Contas anal?ticas - Bancos criadores de moeda - Obriga??es com outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"203","1892"," Contas anal?ticas - Bancos criadores de moeda - Obriga??es com institui??es financeiras n?o-banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"204","1893"," Contas anal?ticas - Bancos criadores de moeda - Contas de capital"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"205","1894"," Contas anal?ticas - Bancos criadores de moeda - Outros itens (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"206","1895"," Contas anal?ticas - Consolidado monet?rio - Total do ativo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"207","1896"," Contas anal?ticas - Consolidado monet?rio - Ativos externos (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"208","1897"," Contas anal?ticas - Consolidado monet?rio - Total do cr?dito interno"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"209","1898"," Contas anal?ticas - Consolidado monet?rio - Cr?ditos ao governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"210","1899"," Contas anal?ticas - Consolidado monet?rio - Cr?ditos aos governos estaduais e municipais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"211","1900"," Contas anal?ticas - Consolidado monet?rio - Cr?ditos a empresas p?blicas n?o-financeiras"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"212","1901"," Contas anal?ticas - Consolidado monet?rio - Cr?ditos ao setor privado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"213","1902"," Contas anal?ticas - Consolidado monet?rio - Cr?dito a outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"214","1903"," Contas anal?ticas - Consolidado monet?rio - Cr?ditos a institui??es financeiras n?o-banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"215","1904"," Contas anal?ticas - Consolidado monet?rio - Total do passivo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"216","1905"," Contas anal?ticas - Consolidado monet?rio - Moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"217","1906"," Contas anal?ticas - Consolidado monet?rio - Quase-moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"218","1907"," Contas anal?ticas - Consolidado monet?rio - Instrumentos do mercado monet?rio"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"219","1908"," Contas anal?ticas - Consolidado monet?rio - Obriga??es por t?tulos do Bacen"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"220","1909"," Contas anal?ticas - Consolidado monet?rio - Dep?sitos especiais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"221","1910"," Contas anal?ticas - Consolidado monet?rio - Passivos externos de longo prazo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"222","1911"," Contas anal?ticas - Consolidado monet?rio - Obriga??es com outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"223","1912"," Contas anal?ticas - Consolidado monet?rio - Obriga??es com institui??es financeiras n?o-banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"224","1913"," Contas anal?ticas - Consolidado monet?rio - Contas de capital"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"225","1914"," Contas anal?ticas - Consolidado monet?rio - Outros itens (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"226","1915"," Contas anal?ticas - Outras institui??es banc?rias - Total do ativo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"227","1916"," Contas anal?ticas - Outras institui??es banc?rias - Reservas"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"228","1917"," Contas anal?ticas - Outras institui??es banc?rias - T?tulos do Banco Central"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"229","1918"," Contas anal?ticas - Outras institui??es banc?rias - Ativos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"230","1919"," Contas anal?ticas - Outras institui??es banc?rias - Cr?ditos ao governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"231","1920"," Contas anal?ticas - Outras institui??es banc?rias - Cr?ditos aos governos estaduais e municipais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"232","1921"," Contas anal?ticas - Outras institui??es banc?rias - Cr?ditos a empresas p?blicas n?o-financeiras"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"233","1922"," Contas anal?ticas - Outras institui??es banc?rias - Cr?ditos ao setor privado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"234","1923"," Contas anal?ticas - Outras institui??es banc?rias - Cr?ditos aos bancos criadores de moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"235","1924"," Contas anal?ticas - Outras institui??es banc?rias - Total do Passivo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"236","1925"," Contas anal?ticas - Outras institui??es banc?rias - Dep?sitos ? vista"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"237","1926"," Contas anal?ticas - Outras institui??es banc?rias - Dep?sitos a prazo"," de poupan?a e outros"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"
"238"," N","","","","","",""
"239","1927"," Contas anal?ticas - Outras institui??es banc?rias - Instrumentos do mercado monet?rio"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"240","1928"," Contas anal?ticas - Outras institui??es banc?rias - Dep?sitos especiais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"241","1929"," Contas anal?ticas - Outras institui??es banc?rias - Passivos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"242","1930"," Contas anal?ticas - Outras institui??es banc?rias - Passivos externos de longo prazo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"243","1931"," Contas anal?ticas - Outras institui??es banc?rias - Dep?sitos do governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"244","1932"," Contas anal?ticas - Outras institui??es banc?rias - Cr?ditos da Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"245","1933"," Contas anal?ticas - Outras institui??es banc?rias - Cr?dito de bancos criadores de moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"246","1934"," Contas anal?ticas - Outras institui??es banc?rias - Contas de capital"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"247","1935"," Contas anal?ticas - Outras institui??es banc?rias - Outros itens (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"248","1936"," Contas anal?ticas - Consolidado banc?rio - Total do ativo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"249","1937"," Contas anal?ticas - Consolidado banc?rio - Ativos externos (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"250","1938"," Contas anal?ticas - Consolidado banc?rio - Total do cr?dito interno"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"251","1939"," Contas anal?ticas - Consolidado banc?rio - Cr?ditos ao governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"252","1940"," Contas anal?ticas - Consolidado banc?rio - Cr?ditos aos governos estaduais e municipais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"253","1941"," Contas anal?ticas - Consolidado banc?rio - Cr?ditos a empresas p?blicas n?o-financeiras"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"254","1942"," Contas anal?ticas - Consolidado banc?rio - Cr?ditos ao setor privado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"255","1943"," Contas anal?ticas - Consolidado banc?rio - Cr?ditos a institui??es financeiras n?o-banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"256","1944"," Contas anal?ticas - Consolidado banc?rio - Total do passivo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"257","1945"," Contas anal?ticas - Consolidado banc?rio - Passivo com liquidez"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"258","1946"," Contas anal?ticas - Consolidado banc?rio - Instrumentos do mercado monet?rio"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"259","1947"," Contas anal?ticas - Consolidado banc?rio - Obriga??es por t?tulos do Bacen"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"260","1948"," Contas anal?ticas - Consolidado banc?rio - Dep?sitos especiais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"261","1949"," Contas anal?ticas - Consolidado banc?rio - Passivos externos de longo prazo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"262","1950"," Contas anal?ticas - Consolidado banc?rio - Obriga??es com institui??es financeiras n?o-banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"263","1951"," Contas anal?ticas - Consolidado banc?rio - Contas de capital"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"264","1952"," Contas anal?ticas - Consolidado banc?rio - Outros itens (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"265","1953"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Total do ativo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"266","1954"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Reservas"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"267","1955"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - T?tulos do Banco Central"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"268","1956"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Ativos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"269","1957"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Cr?ditos ao governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"270","1958"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Cr?ditos aos governos estaduais e municipais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"271","1959"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Cr?ditos a empresas p?blicas n?o-financeiras"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"272","1960"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Cr?ditos ao setor privado"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"273","1961"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Cr?ditos aos bancos criadores de moeda"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"274","1962"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Cr?ditos a outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"275","1963"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Total do passivo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"276","1964"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Instrumentos do mercado monet?rio"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"277","1965"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Dep?sitos especiais"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"278","1966"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Passivos externos"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"279","1967"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Passivos externos de longo prazo"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"280","1968"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Dep?sitos do governo federal"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"281","1969"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Obriga??es com outras institui??es banc?rias"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"282","1970"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Contas de capital"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"283","1971"," Contas anal?ticas - Institui??es financeiras n?o-banc?rias - Outros itens (l?quido)"," u.m.c. (milh?es)"," M"," 31/12/1995"," dez/2012"," BCB-Depec"
"284","1972"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco normal (N?veis de risco AA a C) - Setor p?blico federal"," u.m.c. (milh?es)"," M"," 30/06/1988"," dez/2014"," BCB-Depec"
