"","data","valor","serie"
"430",2000-04-07," 2.304419e+07","1270"
"431",2001-04-07," 2.258028e+07","1270"
"432",2002-04-07," 2.314830e+07","1270"
"433",2003-04-07," 2.196108e+07","1270"
"434",2004-04-07," 2.392655e+07","1270"
"435",2005-04-07," 2.587201e+07","1270"
"436",2006-04-07," 2.663901e+07","1270"
"437",2007-04-07," 2.654120e+07","1270"
"438",2008-04-07," 2.670304e+07","1270"
"439",2009-04-07," 2.440398e+07","1270"
"440",2010-04-07," 2.496705e+07","1270"
"441",2011-04-07," 2.534954e+07","1270"
"442",2012-04-07," 2.304456e+07","1270"
"443",1990-04-07," 2.134777e+07","1271"
"444",1991-04-07," 2.362434e+07","1271"
"445",1992-04-07," 3.050613e+07","1271"
"446",1993-04-07," 3.005563e+07","1271"
"447",1994-04-07," 3.248762e+07","1271"
"448",1995-04-07," 3.626695e+07","1271"
"449",1996-04-07," 2.965279e+07","1271"
"450",1997-04-07," 3.294804e+07","1271"
"451",1998-04-07," 2.960175e+07","1271"
"452",1999-04-07," 3.223948e+07","1271"
"453",2000-04-07," 3.232100e+07","1271"
"454",2001-04-07," 4.196248e+07","1271"
"455",2002-04-07," 3.594083e+07","1271"
"456",2003-04-07," 4.832732e+07","1271"
"457",2004-04-07," 4.178756e+07","1271"
"458",2005-04-07," 3.511331e+07","1271"
"459",2006-04-07," 4.266168e+07","1271"
"460",2007-04-07," 5.211222e+07","1271"
"461",2008-04-07," 5.893335e+07","1271"
"462",2009-04-07," 5.071982e+07","1271"
"463",2010-04-07," 5.536427e+07","1271"
"464",2011-04-07," 5.566023e+07","1271"
"465",2012-04-07," 7.107281e+07","1271"
"466",1990-04-07," 1.851560e+05","1272"
"467",1991-04-07," 2.337210e+05","1272"
"468",1992-04-07," 2.042270e+05","1272"
"469",1993-04-07," 1.260760e+05","1272"
"470",1994-04-07," 1.314210e+05","1272"
"471",1995-04-07," 1.180560e+05","1272"
"472",1996-04-07," 1.214360e+05","1272"
"473",1997-04-07," 1.378870e+05","1272"
"474",1998-04-07," 1.158160e+05","1272"
"475",1999-04-07," 1.936730e+05","1272"
"476",2000-04-07," 1.944630e+05","1272"
"477",2001-04-07," 1.814750e+05","1272"
"478",2002-04-07," 1.712660e+05","1272"
"479",2003-04-07," 1.870080e+05","1272"
"480",2004-04-07," 1.991350e+05","1272"
"481",2005-04-07," 2.069740e+05","1272"
"482",2006-04-07," 2.481110e+05","1272"
"483",2007-04-07," 2.453890e+05","1272"
"484",2008-04-07," 2.462390e+05","1272"
"485",2009-04-07," 2.800050e+05","1272"
"486",2010-04-07," 2.465350e+05","1272"
"487",2011-04-07," 2.837970e+05","1272"
"488",2012-04-07," 8.912800e+04","1272"
"489",1990-04-07," 1.989780e+07","1273"
"490",1991-04-07," 1.493781e+07","1273"
"491",1992-04-07," 1.921470e+07","1273"
"492",1993-04-07," 2.259098e+07","1273"
"493",1994-04-07," 2.493183e+07","1273"
"494",1995-04-07," 2.568264e+07","1273"
"495",1996-04-07," 2.316687e+07","1273"
"496",1997-04-07," 2.639264e+07","1273"
"497",1998-04-07," 3.130744e+07","1273"
"498",1999-04-07," 3.098748e+07","1273"
"499",2000-04-07," 3.282083e+07","1273"
"500",2001-04-07," 3.790726e+07","1273"
"501",2002-04-07," 4.210762e+07","1273"
"502",2003-04-07," 5.191944e+07","1273"
"503",2004-04-07," 4.954994e+07","1273"
"504",2005-04-07," 5.118207e+07","1273"
"505",2006-04-07," 5.246464e+07","1273"
"506",2007-04-07," 5.785717e+07","1273"
"507",2008-04-07," 5.983311e+07","1273"
"508",2009-04-07," 5.734538e+07","1273"
"509",2010-04-07," 6.875634e+07","1273"
"510",2011-04-07," 7.481545e+07","1273"
"511",2012-04-07," 6.584886e+07","1273"
"512",1990-04-07," 2.260871e+06","1274"
"513",1991-04-07," 2.343811e+06","1274"
"514",1992-04-07," 2.141345e+06","1274"
