"","data","valor","serie"
"745","9/2/1998","0.00","327"
"746","16/2/1998","0.00","327"
"747","23/2/1998","0.00","327"
"748","2/3/1998","0.00","327"
"749","9/3/1998","0.00","327"
"750","16/3/1998","0.00","327"
"751","23/3/1998","0.00","327"
"752","30/3/1998","0.00","327"
"753","6/4/1998","0.00","327"
"754","13/4/1998","0.00","327"
"755","20/4/1998","0.00","327"
"756","27/4/1998","0.00","327"
"757","4/5/1998","0.00","327"
"758","11/5/1998","0.00","327"
"759","18/5/1998","0.00","327"
"760","25/5/1998","0.00","327"
"761","1/6/1998","0.00","327"
"762","8/6/1998","0.00","327"
"763","15/6/1998","0.00","327"
"764","22/6/1998","0.00","327"
"765","29/6/1998","0.17","327"
"766","6/7/1998","0.00","327"
"767","13/7/1998","0.00","327"
"768","20/7/1998","0.00","327"
"769","27/7/1998","0.00","327"
"770","3/8/1998","0.00","327"
"771","10/8/1998","0.00","327"
"772","17/8/1998","0.00","327"
"773","24/8/1998","0.00","327"
"774","31/8/1998","0.00","327"
"775","7/9/1998","0.00","327"
"776","14/9/1998","0.00","327"
"777","21/9/1998","0.00","327"
"778","28/9/1998","0.00","327"
"779","5/10/1998","0.00","327"
"780","12/10/1998","0.00","327"
"781","19/10/1998","0.00","327"
"782","26/10/1998","0.00","327"
"783","2/11/1998","0.00","327"
"784","9/11/1998","0.00","327"
"785","16/11/1998","0.00","327"
"786","23/11/1998","0.00","327"
"787","30/11/1998","0.00","327"
"788","7/12/1998","0.00","327"
"789","14/12/1998","0.00","327"
"790","21/12/1998","0.00","327"
"791","28/12/1998","0.00","327"
"792","4/1/1999","0.00","327"
"793","11/1/1999","0.00","327"
"794","18/1/1999","0.00","327"
"795","25/1/1999","0.00","327"
